Source,Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence_num,Study
Pubmed,,Fink HA; MacDonald R; Forte ML; Rosebush CE; Ensrud KE; Schousboe JT; Nelson VA; Ullman K; Butler M; Olson CM; Taylor BC; Brasure M; Wilt TJ,"OBJECTIVE: To summarize the effects of long-term osteoporosis drug treatment (ODT) and ODT discontinuation and holidays on fractures and harms. DATA SOURCES: MEDLINE(Â®), Embase(Â®), and Cochrane databases from 1995 to October 2018; ClinicalTrials.gov; bibliographies of relevant systematic reviews. REVIEW METHODS: We defined long-term ODT as >3 years and ODT holidays as discontinuation for â‰¥1 year after â‰¥1 year of use. Trials were used for incident fractures and harms, and controlled observational studies were included for additional harms. Two investigators rated risk of bias. For studies with low or medium risk of bias, one investigator extracted data and a second verified accuracy. Two investigators graded strength of evidence (SOE). RESULTS: Sixty-one English-language studies were included. In women with osteoporosis, 4 years of alendronate reduced clinical fractures (hazard ratio [HR] 0.64 [95% confidence interval (CI) 0.50, 0.82]) (moderate SOE) and radiographic vertebral fractures (HR 0.50 [95% CI 0.31, 0.82]) (moderate SOE), while 4 years of raloxifene reduced clinical vertebral fractures (relative risk 0.58 [95% CI 0.43, 0.79]) (high SOE), but not hip (moderate SOE) or nonvertebral fractures (high SOE). In women with osteopenia or osteoporosis, 6 years of zoledronate reduced incident clinical fractures (HR 0.73 [95% CI 0.60, 0.90]) (moderate SOE) and clinical vertebral fractures (HR 0.41 [95% CI 0.22, 0.75]) (moderate SOE). In postmenopausal women with unknown osteoporosis or osteopenia status, both long-term oral estrogen and estrogen/progestin reduced clinical fractures (high SOE) and hip fractures (moderate SOE). After 3â€“5 years of prior treatment, continuation of zoledronate or alendronate versus drug holiday inconsistently reduced incident vertebral fracture outcomes (radiographic only for zoledronate [low SOE], clinical only for alendronate [moderate SOE]), but did not reduce nonvertebral fractures (low SOE). Hormone therapies increased cardiovascular events, mild cognitive impairment or dementia, and other harms. Observational studies showed that long-term bisphosphonates may increase atypical femoral fractures (AFF) (low SOE) and osteonecrosis of the jaw (low SOE in 2 comparisons, insufficient in 1). LIMITATIONS: Most data were from white, healthy, postmenopausal women, limiting generalizability. Trials often had low power for incident clinical fractures. No trials compared active treatments, sequential treatments, or different durations of drug holidays. Harms and controls were inconsistently defined. CONCLUSIONS: Long-term alendronate, zoledronate, and oral hormone therapy reduced nonvertebral fractures in older women, with oral hormone therapy also reducing hip fractures. While absolute reductions in typical fractures with long-term bisphosphonates are large relative to increases in AFF, reduced hip fracture risk with oral hormone therapy appears offset by increased risk of serious harms. Evidence is limited regarding ODT holidays for fractures and harms. Future research is needed, including randomized trials comparing ODT holiday durations and sequential treatments powered for clinical fractures, and controlled cohort studies of ODT holidays to estimate rare harms.",2019,Apr,,,,,,,31216153,#285,Fink 2019
Pubmed,The association between orthostatic hypotension and cognition and stroke: a meta-analysis of prospective cohort studies.,Min M; Shi T; Sun C; Liang M; Zhang Y; Tian S; Sun Y,"Purposes: Many studies have indicated that orthostatic hypotension (OH) may be a risk factor for dementia and stroke, but the results have been inconsistent. To further ascertain the links between OH and cognition or stroke, a meta-analysis was performed.Methods: The Chinese Biomedical Database, PubMed, Web of Science, and the Cochrane Library database were searched (up to March 2019) to identify prospective cohort studies that examined the associations between OH and the risks of stroke and dementia among adult populations. Subgroup analyses and meta-regression analyses were conducted to identify sources of heterogeneity. We also performed Begg's test and Egger's test to assess publication bias.Results: A total of 3490 articles were identified, and 18 prospective observational cohort studies were ultimately included. Among these studies, eight prospective studies were about stroke, nine studies were about cognition and one study reported data about both stroke and dementia. Meta-analysis revealed an association between OH and worse cognition (hazard ratio (HR): 1.18, 95% confidence interval (CI): 1.03-1.35, I(2) = 69.5%). For dementia, the pooled HR was 1.30, with 95% CI: 1.14-1.48, I(2) = 31.0%. In addition, we found that OH was associated with a higher risk of stroke (HR: 1.36, 95% CI = 1.17-1.57, I(2) = 67.3%). No publication bias was detected.Conclusion: This meta-analysis provides evidence that OH was associated with worse cognition. OH accounted for a 30% increase in the risk of dementia and a 36% increase in the risk of stroke.",2020,Feb,Blood Press,29,1,12-Mar,,10.1080/08037051.2019.1689808,31718311,#281,Min 2020
Pubmed,Effectiveness of interventions to prevent falls in people with Alzheimer's disease and related dementias.,Jensen LE; Padilla R,"A systematic review was conducted to determine the effectiveness of interventions to prevent falls in people with Alzheimer's disease (AD) and related dementias. Twelve research reports met inclusion criteria. Studies reported on three types of intervention: (1) exercise- and motor-based interventions, (2) nursing staff-directed interventions, and (3) multidisciplinary interventions. Strategies were offered as single or multifaceted intervention programs. All types of intervention resulted in benefit, although the evidence for effectiveness is tentative because of the studies' limitations. More research is needed to better understand appropriate dosages of intervention. No evidence was found for the effectiveness of prevention programs accessed as part of occasional respite care. Occupational therapy was seldom involved in the interventions researched. Because effective fall prevention programs are embedded in people's daily routines and encouraged participation in occupation, the contribution occupational therapy practitioners can make to the care of people with AD has yet to be fully realized.",2011,Sep-Oct,Am J Occup Ther,65,5,532-40,,10.5014/ajot.2011.002626,22026321,#280,Jensen 2011
Pubmed,Ethical and social implications of using predictive modeling for Alzheimer's disease prevention: a systematic literature review protocol.,Angehrn Z; Nordon C; Turner A; Gove D; Karcher H; Keenan A; Neumann M; Sostar J; de Reydet de Vulpillieres F,"INTRODUCTION: The therapeutic paradigm in Alzheimer's disease (AD) has shifted towards secondary prevention, defined as an intervention aiming to prevent or delay disease onset in pre-symptomatic individuals at risk of developing dementia due to AD. The key feature of AD prevention is the need to treat years or even decades before the onset of cognitive, behavioural or functional decline. Prediction of AD risk and evaluation of long-term treatment outcomes in this setting requires predictive modelling and is associated with ethical concerns and social implications. The objective of this review is to identify and elucidate them, as presented in the literature. METHODS AND ANALYSIS: A systematic literature review was conducted in Medline, Embase, PsycInfo and Scopus, and was complemented with a grey literature search. All searches were conducted between March and July 2018. Two reviewers independently assessed each study for inclusion and disagreements were adjudicated by a third reviewer. Data are now being extracted using an extraction sheet developed within the group of reviewers, based on an initial sample of three manuscripts, but allowing for inclusion of newly identified data items (ethical arguments). Data will be analysed qualitatively using a thematic analysis technique. Potential biases in selection and interpretation of extracted data are mitigated by the fact that reviewers come from a range of different scientific backgrounds and represent different types of stakeholders in this ethical discussion (academia, industry, patient advocacy groups). ETHICS AND DISSEMINATION: The study does not require ethical approval. The findings of the review will be disseminated in a peer-reviewed journal and presented at conferences. They will also be reported through the Innovative Medicine Initiative project: Real World Outcomes Across the AD Spectrum for Better Care: Multi-modal Data Access Platform (IMI: ROADMAP). TRIAL REGISTRATION NUMBER: CRD42018092205.",2019,Mar,BMJ Open,9,3,e026468,,10.1136/bmjopen-2018-026468,30833325,#279,Angehrn 2019
Pubmed,"Effect of Nutrients, Dietary Supplements and Vitamins on Cognition: a Systematic Review and Meta-Analysis of Randomized Controlled Trials.",Forbes SC; Holroyd-Leduc JM; Poulin MJ; Hogan DB,"BACKGROUND: Observational studies have suggested that various nutrients, dietary supplements, and vitamins may delay the onset of age-associated cognitive decline and dementia. We systematically reviewed recent randomized controlled trials investigating the effect of nutritional interventions on cognitive performance in older non-demented adults. METHODS: We searched MEDLINE, CINAHL, Embase, and the Cochrane Library for articles published between 2003 and 2013. We included randomized trials of â‰¥ 3 months' duration that examined the cognitive effects of a nutritional intervention in non-demented adults > 40 years of age. Meta-analyses were done when sufficient trials were available. RESULTS: Twenty-four trials met inclusion criteria (six omega-3 fatty acids, seven B vitamins, three vitamin E, eight other interventions). In the meta-analyses, omega-3 fatty acids showed no significant effect on Mini-Mental State Examination (MMSE) scores (four trials, mean difference 0.06, 95% CI -0.08 - 0.19) or digit span forward (three trials, mean difference -0.02, 95% CI -0.30 - 0.25), while B vitamins showed no significant effect on MMSE scores (three trials, mean difference 0.02, 95% CI -0.22 - 0.25). None of the vitamin E studies reported significant effects on cognitive outcomes. Among the other nutritional interventions, statistically significant differences between the intervention and control groups on at least one cognitive domain were found in single studies of green tea extract, Concord grape juice, chromium picolinate, beta-carotene, two different combinations of multiple vitamins, and a dietary approach developed for the control of hypertension. CONCLUSIONS: Omega-3 fatty acids, B vitamins, and vitamin E supplementation did not affect cognition in non-demented middle-aged and older adults. Other nutritional interventions require further evaluation before their use can be advocated for the prevention of age-associated cognitive decline and dementia.",2015,Dec,Can Geriatr J,18,4,231-45,,10.5770/cgj.18.189,26740832,#278,Forbes 2015
Pubmed,Support for midlife anxiety diagnosis as an independent risk factor for dementia: a systematic review.,Gimson A; Schlosser M; Huntley JD; Marchant NL,"OBJECTIVES: Anxiety is an increasingly recognised predictor of cognitive deterioration in older adults and in those with mild cognitive impairment. Often believed to be a prodromal feature of neurodegenerative disease, anxiety may also be an independent risk factor for dementia, operationally defined here as preceding dementia diagnosis by â‰¥10 years. DESIGN: A systematic review of the literature on anxiety diagnosis and long-term risk for dementia was performed following published guidelines. SETTING AND PARTICIPANTS: Medline, PsycINFO and Embase were searched for peer-reviewed journals until 8 March 2017. Publications reporting HR/OR for all-cause dementia based on clinical criteria from prospective cohort or case-control studies were selected. Included studies measured clinically significant anxiety in isolation or after controlling for symptoms of depression, and reported a mean interval between anxiety assessment and dementia diagnosis of at least 10 years. Methodological quality assessments were performed using the Newcastle-Ottawa Scale. OUTCOME MEASURE: HR/OR for all-cause dementia. RESULTS: Searches yielded 3510 articles, of which 4 (0.02%) were eligible. The studies had a combined sample size of 29 819, and all studies found a positive association between clinically significant anxiety and future dementia. Due to the heterogeneity between studies, a meta-analysis was not conducted. CONCLUSIONS: Clinically significant anxiety in midlife was associated with an increased risk of dementia over an interval of at least 10 years. These findings indicate that anxiety may be a risk factor for late-life dementia, excluding anxiety that is related to prodromal cognitive decline. With increasing focus on identifying modifiable risk factors for dementia, more high-quality prospective studies are required to clarify whether clinical anxiety is a risk factor for dementia, separate from a prodromal symptom.",2018,Apr,BMJ Open,8,4,e019399,,10.1136/bmjopen-2017-019399,29712690,#277,Gimson 2018
Pubmed,"Type 2 diabetes as a risk factor for Alzheimer's disease: the confounders, interactions, and neuropathology associated with this relationship.",Vagelatos NT; Eslick GD,"We performed a systematic review and meta-analysis to explore whether type 2 diabetes mellitus (T2DM) increases the risk of Alzheimer's disease (AD). We also reviewed interactions with smoking, hypertension, and apolipoprotein E É›4. Using a series of databases (MEDLINE, EMBASE, PubMed, Current Contents Connect, and Google Scholar), we identified a total of 15 epidemiologic studies. Fourteen studies reported positive associations, of which 9 were statistically significant. Risk estimates ranged from 0.83 to 2.45. The pooled adjusted risk ratio was 1.57 (95% confidence interval: 1.41, 1.75), with a population-attributable risk of 8%. Smoking and hypertension, when comorbid with T2DM, had odds of 14 and 3, respectively. Of the 5 studies that investigated the interaction between T2DM and apolipoprotein E É›4, 4 showed positive associations, of which 3 were significant, with odds ranging from 2.4 to 4.99. The pooled adjusted risk ratio was 2.91 (95% confidence interval: 1.51, 5.61). Risk estimates were presented in the context of a key confounder-cerebral infarcts-which are more common in those with T2DM and might contribute to the manifestation of clinical AD. We provide evidence from clinico-neuropathologic studies that demonstrates the following: First, cerebral infarcts are more common than AD-type pathology in those with T2DM and dementia. Second, those with dementia at postmortem are more likely to have both AD-type and cerebrovascular pathologies. Finally, cerebral infarcts reduce the number of AD lesions required for the manifestation of clinical dementia, but they do not appear to interact synergistically with AD-type pathology. Therefore, the increased risk of clinically diagnosed AD seems to be mediated through cerebrovascular pathology.",2013,,Epidemiol Rev,35,,152-60,,10.1093/epirev/mxs012,23314404,#275,Vagelatos 2013
Pubmed,Hearing impairment and risk of Alzheimer's disease: a meta-analysis of prospective cohort studies.,Zheng Y; Fan S; Liao W; Fang W; Xiao S; Liu J,"Observational studies suggested an association between hearing impairment and cognitive disorders. However, whether hearing impairment is an independent risk factor or a harbinger of Alzheimer's disease remains controversial. Our goal was to assess the association between hearing impairment (HI) and the risk of Alzheimer's disease (AD) by conducting a meta-analysis of prospective cohort studies. We comprehensively searched the PubMed, Embase, Web of Science and Cochrane Library databases on January 19, 2016 to incorporate all the prospective cohort studies meeting the inclusion criteria to perform a systematic review and meta-analysis. Four prospective cohort studies with comparison between hearing impairment and normal hearing were incorporated, with 7461 participants. The outcomes of three studies were the incidence of Alzheimer's disease and the outcome of the fourth study was the incidence of mild cognitive impairment. The overall combined relative risk of people with hearing impairment to develop Alzheimer's disease was 4.87 (95% CI 0.90-26.35; pÂ =Â 0.066), compared with the control group. Since both Alzheimer's disease and mild cognitive impairment are cognitive disorders, we incorporated all the four studies and the overall combined relative risk was 2.82 (95% CI 1.47-5.42; pÂ =Â 0.002), indicating that the difference was significant. This meta-analysis suggests that hearing impairment significantly increases the risk of cognitive disorders and future well-designed prospective cohort studies are awaited to confirm the association between hearing impairment and risk of Alzheimer's disease.",2017,Feb,Neurol Sci,38,2,233-239,,10.1007/s10072-016-2779-3,27896493,#273,Zheng 2017
Pubmed,Depression and Anxiety Among Partner and Offspring Carers of People With Dementia: A Systematic Review.,Watson B; Tatangelo G; McCabe M,"BACKGROUND AND OBJECTIVES: Family carers of people with dementia (PWD) experience high rates of depression and anxiety. However, the factors that are associated with these mental health concerns among family carers are not well understood. The purpose of this review was to identify factors that are associated with depression and anxiety in family carers of PWD. RESEARCH DESIGN AND METHODS: A systematic review was conducted of studies that examined depressive or anxiety symptoms among family caregivers of community-dwelling older adults with dementia. Twenty-six studies met inclusion criteria and were included in the review. RESULTS: Depressive and anxiety symptoms were related to demographic factors, dementia characteristics, carer psychological and social factors, and dyadic relationship factors. Some prominent factors were consistently associated with depressive symptoms across studies. Female carers and adult-child carers, rather than spousal carers, were more likely to experience depressive symptoms. Carers' coping strategies and activity restriction were also found to be strongly related to depressive symptoms. Severity of dementia-related problematic behaviors was related to carers' depression and anxiety symptoms. In addition, relationship type and quality were important factors associated with depressive symptoms. DISCUSSION AND IMPLICATIONS: Several important risk factors for carer depression were highlighted in this review. However, a lack of measurement precision and a reliance on cross-sectional studies limits our understanding of exactly how depression and anxiety progress during the caregiving experience. The implications for prevention and intervention programs for depression and anxiety are discussed, as well as suggestions for future research to improve the quality of research in this area.",2019,Sep,Gerontologist,59,5,e597-e610,,10.1093/geront/gny049,29878117,#272,Watson 2019
Pubmed,The Relationship of Bilingualism Compared to Monolingualism to the Risk of Cognitive Decline or Dementia: A Systematic Review and Meta-Analysis.,Mukadam N; Sommerlad A; Livingston G,"BACKGROUND: Bilingualism may contribute to cognitive reserve, protect against cognitive decline, and delay the onset of dementia. OBJECTIVE: We systematically reviewed evidence about the effect of bilingualism on subsequent cognitive decline or dementia. METHODS: We searched electronic databases and references for longitudinal studies comparing cognitive decline in people who were bilingual with those who were monolingual and evaluated study quality. We conducted meta-analyses using random effects models to calculate pooled odds ratio of incident dementia. RESULTS: We included 13/1,156 eligible articles. Meta-analysis of prospective studies of the effects of bilingualism on future dementia gave a combined Odds Ratio of dementia of 0.96 (95% CI 0.74-1.23) in bilingual participants (nâ€_=â€_5,527) compared to monolinguals. Most retrospective studies found that bilingual people were reported to develop symptoms of cognitive decline at a later age than monolingual participants. CONCLUSION: We did not find that bilingualism protects from cognitive decline or dementia from prospective studies. Retrospective studies are more prone to confounding by education, or cultural differences in presentation to dementia services and are therefore not suited to establishing causative links between risk factors and outcomes.",2017,,J Alzheimers Dis,58,1,45-54,,10.3233/JAD-170131,28387680,#270,Mukadam 2017
Pubmed,The MTHFR C677T polymorphism contributes to increased risk of Alzheimer's disease: evidence based on 40 case-control studies.,Peng Q; Lao X; Huang X; Qin X; Li S; Zeng Z,"The association between methylenetetrahydrofolate reductase (MTHFR) gene C677T polymorphism and Alzheimer's Disease (AD) risk has been widely reported with inconsistent results. We performed an updated meta-analysis of all available studies to clarify this situation. We conducted a comprehensive literature search in PubMed Alzgene, Embase, and Chinese Biomedical Literature database (CBM) for the period up to June 2014. Finally, a total of 40 case-control studies with 4503 AD cases and 5767 controls were included. Overall, significant increased AD risk was found, when all studies were pooled into the meta-analysis. In subgroup analyses stratified by ethnicity, age of onset, and APOE Ïµ4 status, significant increased AD risk was found in Asians, late-onset AD, and APOE Ïµ4 carriers, but not in Caucasians, early-onset AD, and non-APOE Ïµ4 carriers. The present meta-analysis suggested that the MTHFR is a candidate gene for AD susceptibility. The MTHFR C677T polymorphism may be a risk factor for AD in Asians, APOE Ïµ4 carriers, and late-onset AD. Further, investigations taking the potential gene-gene and gene-environmental interactions into consideration for the MTHFR C677T polymorphism should be conducted.",2015,Jan,Neurosci Lett,586,,36-42,,10.1016/j.neulet.2014.11.049,25486592,#269,Peng 2015
Pubmed,Association between fish consumption and risk of dementia: a new study from China and a systematic literature review and meta-analysis.,Bakre AT; Chen R; Khutan R; Wei L; Smith T; Qin G; Danat IM; Zhou W; Schofield P; Clifford A; Wang J; Verma A; Zhang C; Ni J,"OBJECTIVE: To assess the association of fish consumption with risk of dementia and its dose-response relationship, and investigate variations in the association among low-, middle- and high-income countries. DESIGN: A new community-based cross-sectional study and a systematic literature review.SettingsUrban and rural communities in China; population-based studies systematically searched from worldwide literature. SUBJECTS: Chinese adults aged â‰¥60 years in six provinces (n 6981) took part in a household health survey of dementia prevalence and risk factors. In addition, 33 964 participants from eleven published and eligible studies were included in the systematic review and meta-analysis. RESULTS: In the new study in China, 326 participants were diagnosed with dementia (4Â·7 %); those who consumed any amount of fish in the past two years v. those who consumed no fish had reduced risk of dementia (adjusted OR=0Â·73, 95 % CI 0Â·64, 0Â·99), but the dose-response relationship was not statistically significant. The meta-analysis of available data from the literature and the new study showed relative risk (RR) of dementia of 0Â·80 (95 % CI 0Â·74, 0Â·87) for people with fish consumption; the impact was similar among countries with different levels of income. Pooled dose-response data revealed RR (95 % CI) of 0Â·84 (0Â·72, 0Â·98), 0Â·78 (0Â·68, 0Â·90) and 0Â·77 (0Â·61, 0Â·98) in people with low, middle and high consumption of fish, respectively. Corresponding figures for Alzheimer's disease were 0Â·88 (0Â·74, 1Â·04), 0Â·79 (0Â·65, 0Â·96) and 0Â·67 (0Â·58, 0Â·78), respectively. CONCLUSIONS: Greater consumption of fish is associated with a lower risk of dementia. Increasing fish consumption may help prevent dementia worldwide regardless of income level.",2018,Jul,Public Health Nutr,21,10,1921-1932,,10.1017/S136898001800037X,29551101,#268,Bakre 2018
Pubmed,"Association Between Interleukin-1A, Interleukin-1B, and Bridging integrator 1 Polymorphisms and Alzheimer's Disease: a standard and Cumulative Meta-analysis.",Dong X; Zhang L; Meng Q; Gao Q,"Alzheimer's disease (AD) has been one of the most prevalent health problems among senior population. Interleukin-1A (IL-1A) and IL-1B are two isoforms of IL-1. Recent studies suggested that certain polymorphisms on these two genes are associated with AD. Bridging integrator 1 (BIN1) is considered as common genetic risk factors for AD, whereas different studies have provided various conclusions regarding its role in AD. This study was designed to justify the association between multiple gene polymorphisms and AD through an evidence synthesis approach. We conducted a literature search to identify relevant articles published from 2000 to 2015 from PubMed, Embase, and Cochrane Library, in accordance with inclusion criteria. Pooled odds ratios (ORs) were calculated for the allele model. The effect estimates were summarized by both standard and cumulative meta-analysis. Finally, 54 articles with 88 independent studies were enrolled in this meta-analysis. Mutants in rs1800587 of IL-1A, rs1143634 of IL-1B, rs12989701, and rs744373 of BIN1 were significantly associated with AD onset. The difference effect of same single nucleotide polymorphisms (SNPs) on various ethnicities was also observed in our results. The present meta-analysis suggested that IL-1A, IL-1B, and BIN1 were candidate genes for AD pathogenesis. Polymorphisms of IL-1A, IL-1B, and BIN1 are associated with AD onset.",2017,Jan,Mol Neurobiol,54,1,736-747,,10.1007/s12035-015-9683-3,26768592,#266,Dong 2017
Pubmed,Iterating a framework for the prevention of caregiver depression in dementia: a multi-method approach.,Ying J; Yap P; Gandhi M; Liew TM,"ABSTRACTBackground:Dementia caregiving is often stressful and depression in family caregivers is not uncommon. As caregiver depression can have significant effects, there is a need for preventive efforts which are consistent with the extensive literature. We sought to consolidate the wide range of evidence (using a multi-method approach) into a simple framework that can guide the prevention of caregiver depression. METHODS: Using multiple logistic regression, we derived the predictors of caregiver depression from an empirical dataset containing key information and depression scores (based on the Center-for-Epidemiological-Studies-Depression-Scale) of 394 family caregivers. We then chose an underpinning theory as the foundation of the framework, and conducted an umbrella systematic review to find possible links between the derived predictors and the theory. Last, we compared the iterated framework with known interventions for caregiver depression in recent literature to assess whether the framework could map meaningfully with the known interventions. RESULTS: Significant predictors of caregiver depression included primary caregiver (odds ratio, OR = 1.53), severe dementia (OR = 1.40), and behavioral problems (OR = 3.23), lower education (OR = 1.77), and spousal caregivers (OR = 1.98). The integrated framework derived focuses on four strategic areas: physical-care demands of persons with dementia (PWD), behavioral problems of PWD, caregiving competency, and loss and grief of caregivers. This framework is supported by known interventions for caregiver depression in recent literature. CONCLUSIONS: By consolidating a broad range of evidence, we iterated a framework to aid the understanding and prevention of caregiver depression in dementia. The framework offers an approach to prevention which is simple, systematic, and reflective of the extensive literature.",2018,Aug,Int Psychogeriatr,30,8,1119-1130,,10.1017/S1041610217002629,29223191,#265,Ying 2018
